population,candidate_name,end_date,da_by_pop
lv,Kamala Harris,2022-04-28,
lv,Kamala Harris,2022-04-29,
lv,Kamala Harris,2022-04-30,
lv,Kamala Harris,2022-05-01,39.0
lv,Kamala Harris,2022-05-02,
lv,Kamala Harris,2022-05-03,
lv,Kamala Harris,2022-05-04,
lv,Kamala Harris,2022-05-05,
lv,Kamala Harris,2022-05-06,
lv,Kamala Harris,2022-05-07,
lv,Kamala Harris,2022-05-08,
lv,Kamala Harris,2022-05-09,
lv,Kamala Harris,2022-05-10,
lv,Kamala Harris,2022-05-11,
lv,Kamala Harris,2022-05-12,
lv,Kamala Harris,2022-05-13,
lv,Kamala Harris,2022-05-14,
lv,Kamala Harris,2022-05-15,
lv,Kamala Harris,2022-05-16,
lv,Kamala Harris,2022-05-17,37.0
lv,Kamala Harris,2022-05-18,
lv,Kamala Harris,2022-05-19,
lv,Kamala Harris,2022-05-20,
lv,Kamala Harris,2022-05-21,
lv,Kamala Harris,2022-05-22,
lv,Kamala Harris,2022-05-23,
lv,Kamala Harris,2022-05-24,
lv,Kamala Harris,2022-05-25,
lv,Kamala Harris,2022-05-26,
lv,Kamala Harris,2022-05-27,
lv,Kamala Harris,2022-05-28,
lv,Kamala Harris,2022-05-29,
lv,Kamala Harris,2022-05-30,40.0
lv,Kamala Harris,2022-05-31,
lv,Kamala Harris,2022-06-01,
lv,Kamala Harris,2022-06-02,
lv,Kamala Harris,2022-06-03,
lv,Kamala Harris,2022-06-04,
lv,Kamala Harris,2022-06-05,
lv,Kamala Harris,2022-06-06,
lv,Kamala Harris,2022-06-07,
lv,Kamala Harris,2022-06-08,
lv,Kamala Harris,2022-06-09,
lv,Kamala Harris,2022-06-10,
lv,Kamala Harris,2022-06-11,
lv,Kamala Harris,2022-06-12,
lv,Kamala Harris,2022-06-13,
lv,Kamala Harris,2022-06-14,
lv,Kamala Harris,2022-06-15,37.0
lv,Kamala Harris,2022-06-16,
lv,Kamala Harris,2022-06-17,
lv,Kamala Harris,2022-06-18,
lv,Kamala Harris,2022-06-19,
lv,Kamala Harris,2022-06-20,
lv,Kamala Harris,2022-06-21,
lv,Kamala Harris,2022-06-22,42.0
lv,Kamala Harris,2022-06-23,
lv,Kamala Harris,2022-06-24,
lv,Kamala Harris,2022-06-25,
lv,Kamala Harris,2022-06-26,
lv,Kamala Harris,2022-06-27,
lv,Kamala Harris,2022-06-28,
lv,Kamala Harris,2022-06-29,
lv,Kamala Harris,2022-06-30,
lv,Kamala Harris,2022-07-01,
lv,Kamala Harris,2022-07-02,
lv,Kamala Harris,2022-07-03,
lv,Kamala Harris,2022-07-04,
lv,Kamala Harris,2022-07-05,
lv,Kamala Harris,2022-07-06,
lv,Kamala Harris,2022-07-07,
lv,Kamala Harris,2022-07-08,
lv,Kamala Harris,2022-07-09,39.0
lv,Kamala Harris,2022-07-10,
lv,Kamala Harris,2022-07-11,
lv,Kamala Harris,2022-07-12,
lv,Kamala Harris,2022-07-13,
lv,Kamala Harris,2022-07-14,
lv,Kamala Harris,2022-07-15,
lv,Kamala Harris,2022-07-16,
lv,Kamala Harris,2022-07-17,
lv,Kamala Harris,2022-07-18,44.5
lv,Kamala Harris,2022-07-19,
lv,Kamala Harris,2022-07-20,
lv,Kamala Harris,2022-07-21,
lv,Kamala Harris,2022-07-22,
lv,Kamala Harris,2022-07-23,
lv,Kamala Harris,2022-07-24,
lv,Kamala Harris,2022-07-25,
lv,Kamala Harris,2022-07-26,
lv,Kamala Harris,2022-07-27,
lv,Kamala Harris,2022-07-28,36.0
lv,Kamala Harris,2022-07-29,
lv,Kamala Harris,2022-07-30,
lv,Kamala Harris,2022-07-31,
lv,Kamala Harris,2022-08-01,
lv,Kamala Harris,2022-08-02,
lv,Kamala Harris,2022-08-03,
lv,Kamala Harris,2022-08-04,
lv,Kamala Harris,2022-08-05,
lv,Kamala Harris,2022-08-06,
lv,Kamala Harris,2022-08-07,
lv,Kamala Harris,2022-08-08,
lv,Kamala Harris,2022-08-09,
lv,Kamala Harris,2022-08-10,
lv,Kamala Harris,2022-08-11,
lv,Kamala Harris,2022-08-12,
lv,Kamala Harris,2022-08-13,
lv,Kamala Harris,2022-08-14,
lv,Kamala Harris,2022-08-15,
lv,Kamala Harris,2022-08-16,
lv,Kamala Harris,2022-08-17,37.0
lv,Kamala Harris,2022-08-18,
lv,Kamala Harris,2022-08-19,
lv,Kamala Harris,2022-08-20,
lv,Kamala Harris,2022-08-21,
lv,Kamala Harris,2022-08-22,
lv,Kamala Harris,2022-08-23,
lv,Kamala Harris,2022-08-24,43.0
lv,Kamala Harris,2022-08-25,
lv,Kamala Harris,2022-08-26,
lv,Kamala Harris,2022-08-27,
lv,Kamala Harris,2022-08-28,40.0
lv,Kamala Harris,2022-08-29,
lv,Kamala Harris,2022-08-30,
lv,Kamala Harris,2022-08-31,
lv,Kamala Harris,2022-09-01,
lv,Kamala Harris,2022-09-02,
lv,Kamala Harris,2022-09-03,
lv,Kamala Harris,2022-09-04,
lv,Kamala Harris,2022-09-05,
lv,Kamala Harris,2022-09-06,
lv,Kamala Harris,2022-09-07,
lv,Kamala Harris,2022-09-08,
lv,Kamala Harris,2022-09-09,
lv,Kamala Harris,2022-09-10,
lv,Kamala Harris,2022-09-11,
lv,Kamala Harris,2022-09-12,
lv,Kamala Harris,2022-09-13,
lv,Kamala Harris,2022-09-14,
lv,Kamala Harris,2022-09-15,40.0
lv,Kamala Harris,2022-09-16,
lv,Kamala Harris,2022-09-17,
lv,Kamala Harris,2022-09-18,42.4
lv,Kamala Harris,2022-09-19,
lv,Kamala Harris,2022-09-20,
lv,Kamala Harris,2022-09-21,
lv,Kamala Harris,2022-09-22,42.0
lv,Kamala Harris,2022-09-23,
lv,Kamala Harris,2022-09-24,
lv,Kamala Harris,2022-09-25,
lv,Kamala Harris,2022-09-26,
lv,Kamala Harris,2022-09-27,
lv,Kamala Harris,2022-09-28,
lv,Kamala Harris,2022-09-29,
lv,Kamala Harris,2022-09-30,
lv,Kamala Harris,2022-10-01,
lv,Kamala Harris,2022-10-02,
lv,Kamala Harris,2022-10-03,41.0
lv,Kamala Harris,2022-10-04,
lv,Kamala Harris,2022-10-05,
lv,Kamala Harris,2022-10-06,
lv,Kamala Harris,2022-10-07,
lv,Kamala Harris,2022-10-08,
lv,Kamala Harris,2022-10-09,
lv,Kamala Harris,2022-10-10,
lv,Kamala Harris,2022-10-11,54.0
lv,Kamala Harris,2022-10-12,40.0
lv,Kamala Harris,2022-10-13,
lv,Kamala Harris,2022-10-14,
lv,Kamala Harris,2022-10-15,
lv,Kamala Harris,2022-10-16,
lv,Kamala Harris,2022-10-17,42.0
lv,Kamala Harris,2022-10-18,
lv,Kamala Harris,2022-10-19,
lv,Kamala Harris,2022-10-20,
lv,Kamala Harris,2022-10-21,
lv,Kamala Harris,2022-10-22,
lv,Kamala Harris,2022-10-23,
lv,Kamala Harris,2022-10-24,
lv,Kamala Harris,2022-10-25,
lv,Kamala Harris,2022-10-26,
lv,Kamala Harris,2022-10-27,
lv,Kamala Harris,2022-10-28,
lv,Kamala Harris,2022-10-29,
lv,Kamala Harris,2022-10-30,
lv,Kamala Harris,2022-10-31,
lv,Kamala Harris,2022-11-01,
lv,Kamala Harris,2022-11-02,38.0
lv,Kamala Harris,2022-11-03,
lv,Kamala Harris,2022-11-04,
lv,Kamala Harris,2022-11-05,
lv,Kamala Harris,2022-11-06,
lv,Kamala Harris,2022-11-07,
lv,Kamala Harris,2022-11-08,
lv,Kamala Harris,2022-11-09,
lv,Kamala Harris,2022-11-10,
lv,Kamala Harris,2022-11-11,
lv,Kamala Harris,2022-11-12,
lv,Kamala Harris,2022-11-13,
lv,Kamala Harris,2022-11-14,
lv,Kamala Harris,2022-11-15,
lv,Kamala Harris,2022-11-16,
lv,Kamala Harris,2022-11-17,43.0
lv,Kamala Harris,2022-11-18,
lv,Kamala Harris,2022-11-19,
lv,Kamala Harris,2022-11-20,
lv,Kamala Harris,2022-11-21,
lv,Kamala Harris,2022-11-22,
lv,Kamala Harris,2022-11-23,
lv,Kamala Harris,2022-11-24,
lv,Kamala Harris,2022-11-25,
lv,Kamala Harris,2022-11-26,
lv,Kamala Harris,2022-11-27,
lv,Kamala Harris,2022-11-28,
lv,Kamala Harris,2022-11-29,
lv,Kamala Harris,2022-11-30,
lv,Kamala Harris,2022-12-01,
lv,Kamala Harris,2022-12-02,
lv,Kamala Harris,2022-12-03,
lv,Kamala Harris,2022-12-04,
lv,Kamala Harris,2022-12-05,41.0
lv,Kamala Harris,2022-12-06,
lv,Kamala Harris,2022-12-07,
lv,Kamala Harris,2022-12-08,
lv,Kamala Harris,2022-12-09,
lv,Kamala Harris,2022-12-10,
lv,Kamala Harris,2022-12-11,
lv,Kamala Harris,2022-12-12,
lv,Kamala Harris,2022-12-13,
lv,Kamala Harris,2022-12-14,42.0
lv,Kamala Harris,2022-12-15,
lv,Kamala Harris,2022-12-16,
lv,Kamala Harris,2022-12-17,
lv,Kamala Harris,2022-12-18,
lv,Kamala Harris,2022-12-19,
lv,Kamala Harris,2022-12-20,
lv,Kamala Harris,2022-12-21,
lv,Kamala Harris,2022-12-22,
lv,Kamala Harris,2022-12-23,
lv,Kamala Harris,2022-12-24,
lv,Kamala Harris,2022-12-25,
lv,Kamala Harris,2022-12-26,
lv,Kamala Harris,2022-12-27,
lv,Kamala Harris,2022-12-28,
lv,Kamala Harris,2022-12-29,
lv,Kamala Harris,2022-12-30,
lv,Kamala Harris,2022-12-31,
lv,Kamala Harris,2023-01-01,
lv,Kamala Harris,2023-01-02,
lv,Kamala Harris,2023-01-03,
lv,Kamala Harris,2023-01-04,
lv,Kamala Harris,2023-01-05,
lv,Kamala Harris,2023-01-06,
lv,Kamala Harris,2023-01-07,
lv,Kamala Harris,2023-01-08,
lv,Kamala Harris,2023-01-09,
lv,Kamala Harris,2023-01-10,
lv,Kamala Harris,2023-01-11,
lv,Kamala Harris,2023-01-12,
lv,Kamala Harris,2023-01-13,
lv,Kamala Harris,2023-01-14,
lv,Kamala Harris,2023-01-15,
lv,Kamala Harris,2023-01-16,39.0
lv,Kamala Harris,2023-01-17,
lv,Kamala Harris,2023-01-18,
lv,Kamala Harris,2023-01-19,
lv,Kamala Harris,2023-01-20,
lv,Kamala Harris,2023-01-21,
lv,Kamala Harris,2023-01-22,
lv,Kamala Harris,2023-01-23,
lv,Kamala Harris,2023-01-24,40.0
lv,Kamala Harris,2023-01-25,
lv,Kamala Harris,2023-01-26,
lv,Kamala Harris,2023-01-27,
lv,Kamala Harris,2023-01-28,
lv,Kamala Harris,2023-01-29,38.0
lv,Kamala Harris,2023-01-30,
lv,Kamala Harris,2023-01-31,
lv,Kamala Harris,2023-02-01,
lv,Kamala Harris,2023-02-02,
lv,Kamala Harris,2023-02-03,
lv,Kamala Harris,2023-02-04,
lv,Kamala Harris,2023-02-05,
lv,Kamala Harris,2023-02-06,
lv,Kamala Harris,2023-02-07,
lv,Kamala Harris,2023-02-08,
lv,Kamala Harris,2023-02-09,
lv,Kamala Harris,2023-02-10,
lv,Kamala Harris,2023-02-11,
lv,Kamala Harris,2023-02-12,42.0
lv,Kamala Harris,2023-02-13,
lv,Kamala Harris,2023-02-14,
lv,Kamala Harris,2023-02-15,
lv,Kamala Harris,2023-02-16,
lv,Kamala Harris,2023-02-17,
lv,Kamala Harris,2023-02-18,
lv,Kamala Harris,2023-02-19,41.0
lv,Kamala Harris,2023-02-20,
lv,Kamala Harris,2023-02-21,
lv,Kamala Harris,2023-02-22,
lv,Kamala Harris,2023-02-23,43.0
lv,Kamala Harris,2023-02-24,
lv,Kamala Harris,2023-02-25,
lv,Kamala Harris,2023-02-26,
lv,Kamala Harris,2023-02-27,
lv,Kamala Harris,2023-02-28,
lv,Kamala Harris,2023-03-01,
lv,Kamala Harris,2023-03-02,
lv,Kamala Harris,2023-03-03,
lv,Kamala Harris,2023-03-04,
lv,Kamala Harris,2023-03-05,
lv,Kamala Harris,2023-03-06,
lv,Kamala Harris,2023-03-07,
lv,Kamala Harris,2023-03-08,
lv,Kamala Harris,2023-03-09,
lv,Kamala Harris,2023-03-10,
lv,Kamala Harris,2023-03-11,
lv,Kamala Harris,2023-03-12,
lv,Kamala Harris,2023-03-13,
lv,Kamala Harris,2023-03-14,
lv,Kamala Harris,2023-03-15,
lv,Kamala Harris,2023-03-16,
lv,Kamala Harris,2023-03-17,
lv,Kamala Harris,2023-03-18,
lv,Kamala Harris,2023-03-19,
lv,Kamala Harris,2023-03-20,39.5
lv,Kamala Harris,2023-03-21,
lv,Kamala Harris,2023-03-22,
lv,Kamala Harris,2023-03-23,
lv,Kamala Harris,2023-03-24,
lv,Kamala Harris,2023-03-25,
lv,Kamala Harris,2023-03-26,
lv,Kamala Harris,2023-03-27,
lv,Kamala Harris,2023-03-28,
lv,Kamala Harris,2023-03-29,
lv,Kamala Harris,2023-03-30,
lv,Kamala Harris,2023-03-31,
lv,Kamala Harris,2023-04-01,
lv,Kamala Harris,2023-04-02,
lv,Kamala Harris,2023-04-03,
lv,Kamala Harris,2023-04-04,36.0
lv,Kamala Harris,2023-04-05,
lv,Kamala Harris,2023-04-06,
lv,Kamala Harris,2023-04-07,
lv,Kamala Harris,2023-04-08,
lv,Kamala Harris,2023-04-09,
lv,Kamala Harris,2023-04-10,
lv,Kamala Harris,2023-04-11,
lv,Kamala Harris,2023-04-12,
lv,Kamala Harris,2023-04-13,
lv,Kamala Harris,2023-04-14,
lv,Kamala Harris,2023-04-15,
lv,Kamala Harris,2023-04-16,
lv,Kamala Harris,2023-04-17,
lv,Kamala Harris,2023-04-18,
lv,Kamala Harris,2023-04-19,
lv,Kamala Harris,2023-04-20,
lv,Kamala Harris,2023-04-21,
lv,Kamala Harris,2023-04-22,
lv,Kamala Harris,2023-04-23,
lv,Kamala Harris,2023-04-24,39.0
lv,Kamala Harris,2023-04-25,
lv,Kamala Harris,2023-04-26,
lv,Kamala Harris,2023-04-27,
lv,Kamala Harris,2023-04-28,
lv,Kamala Harris,2023-04-29,
lv,Kamala Harris,2023-04-30,
lv,Kamala Harris,2023-05-01,
lv,Kamala Harris,2023-05-02,
lv,Kamala Harris,2023-05-03,
lv,Kamala Harris,2023-05-04,
lv,Kamala Harris,2023-05-05,
lv,Kamala Harris,2023-05-06,
lv,Kamala Harris,2023-05-07,
lv,Kamala Harris,2023-05-08,
lv,Kamala Harris,2023-05-09,
lv,Kamala Harris,2023-05-10,
lv,Kamala Harris,2023-05-11,
lv,Kamala Harris,2023-05-12,
lv,Kamala Harris,2023-05-13,
lv,Kamala Harris,2023-05-14,
lv,Kamala Harris,2023-05-15,
lv,Kamala Harris,2023-05-16,
lv,Kamala Harris,2023-05-17,39.0
lv,Kamala Harris,2023-05-18,
lv,Kamala Harris,2023-05-19,
lv,Kamala Harris,2023-05-20,
lv,Kamala Harris,2023-05-21,
lv,Kamala Harris,2023-05-22,
lv,Kamala Harris,2023-05-23,
lv,Kamala Harris,2023-05-24,
lv,Kamala Harris,2023-05-25,
lv,Kamala Harris,2023-05-26,
lv,Kamala Harris,2023-05-27,
lv,Kamala Harris,2023-05-28,
lv,Kamala Harris,2023-05-29,
lv,Kamala Harris,2023-05-30,
lv,Kamala Harris,2023-05-31,42.0
lv,Kamala Harris,2023-06-01,
lv,Kamala Harris,2023-06-02,
lv,Kamala Harris,2023-06-03,
lv,Kamala Harris,2023-06-04,
lv,Kamala Harris,2023-06-05,
lv,Kamala Harris,2023-06-06,
lv,Kamala Harris,2023-06-07,
lv,Kamala Harris,2023-06-08,
lv,Kamala Harris,2023-06-09,
lv,Kamala Harris,2023-06-10,
lv,Kamala Harris,2023-06-11,40.0
lv,Kamala Harris,2023-06-12,
lv,Kamala Harris,2023-06-13,
lv,Kamala Harris,2023-06-14,
lv,Kamala Harris,2023-06-15,
lv,Kamala Harris,2023-06-16,
lv,Kamala Harris,2023-06-17,
lv,Kamala Harris,2023-06-18,
lv,Kamala Harris,2023-06-19,
lv,Kamala Harris,2023-06-20,
lv,Kamala Harris,2023-06-21,
lv,Kamala Harris,2023-06-22,
lv,Kamala Harris,2023-06-23,
lv,Kamala Harris,2023-06-24,
lv,Kamala Harris,2023-06-25,41.0
lv,Kamala Harris,2023-06-26,
lv,Kamala Harris,2023-06-27,
lv,Kamala Harris,2023-06-28,
lv,Kamala Harris,2023-06-29,
lv,Kamala Harris,2023-06-30,
lv,Kamala Harris,2023-07-01,
lv,Kamala Harris,2023-07-02,
lv,Kamala Harris,2023-07-03,
lv,Kamala Harris,2023-07-04,
lv,Kamala Harris,2023-07-05,
lv,Kamala Harris,2023-07-06,39.0
lv,Kamala Harris,2023-07-07,
lv,Kamala Harris,2023-07-08,
lv,Kamala Harris,2023-07-09,
lv,Kamala Harris,2023-07-10,
lv,Kamala Harris,2023-07-11,
lv,Kamala Harris,2023-07-12,
lv,Kamala Harris,2023-07-13,
lv,Kamala Harris,2023-07-14,
lv,Kamala Harris,2023-07-15,
lv,Kamala Harris,2023-07-16,
lv,Kamala Harris,2023-07-17,
lv,Kamala Harris,2023-07-18,
lv,Kamala Harris,2023-07-19,
lv,Kamala Harris,2023-07-20,
lv,Kamala Harris,2023-07-21,
lv,Kamala Harris,2023-07-22,
lv,Kamala Harris,2023-07-23,
lv,Kamala Harris,2023-07-24,40.0
lv,Kamala Harris,2023-07-25,
lv,Kamala Harris,2023-07-26,
lv,Kamala Harris,2023-07-27,
lv,Kamala Harris,2023-07-28,
lv,Kamala Harris,2023-07-29,
lv,Kamala Harris,2023-07-30,
lv,Kamala Harris,2023-07-31,
lv,Kamala Harris,2023-08-01,
lv,Kamala Harris,2023-08-02,
lv,Kamala Harris,2023-08-03,
lv,Kamala Harris,2023-08-04,
lv,Kamala Harris,2023-08-05,
lv,Kamala Harris,2023-08-06,38.0
lv,Kamala Harris,2023-08-07,
lv,Kamala Harris,2023-08-08,
lv,Kamala Harris,2023-08-09,
lv,Kamala Harris,2023-08-10,
lv,Kamala Harris,2023-08-11,
lv,Kamala Harris,2023-08-12,
lv,Kamala Harris,2023-08-13,
lv,Kamala Harris,2023-08-14,
lv,Kamala Harris,2023-08-15,
lv,Kamala Harris,2023-08-16,
lv,Kamala Harris,2023-08-17,
lv,Kamala Harris,2023-08-18,
lv,Kamala Harris,2023-08-19,
lv,Kamala Harris,2023-08-20,
lv,Kamala Harris,2023-08-21,
lv,Kamala Harris,2023-08-22,
lv,Kamala Harris,2023-08-23,40.0
lv,Kamala Harris,2023-08-24,
lv,Kamala Harris,2023-08-25,
lv,Kamala Harris,2023-08-26,
lv,Kamala Harris,2023-08-27,
lv,Kamala Harris,2023-08-28,
lv,Kamala Harris,2023-08-29,
lv,Kamala Harris,2023-08-30,
lv,Kamala Harris,2023-08-31,
lv,Kamala Harris,2023-09-01,
lv,Kamala Harris,2023-09-02,
lv,Kamala Harris,2023-09-03,
lv,Kamala Harris,2023-09-04,
lv,Kamala Harris,2023-09-05,
lv,Kamala Harris,2023-09-06,
lv,Kamala Harris,2023-09-07,
lv,Kamala Harris,2023-09-08,
lv,Kamala Harris,2023-09-09,
lv,Kamala Harris,2023-09-10,
lv,Kamala Harris,2023-09-11,
lv,Kamala Harris,2023-09-12,
lv,Kamala Harris,2023-09-13,
lv,Kamala Harris,2023-09-14,
lv,Kamala Harris,2023-09-15,
lv,Kamala Harris,2023-09-16,
lv,Kamala Harris,2023-09-17,
lv,Kamala Harris,2023-09-18,
lv,Kamala Harris,2023-09-19,
lv,Kamala Harris,2023-09-20,
lv,Kamala Harris,2023-09-21,
lv,Kamala Harris,2023-09-22,
lv,Kamala Harris,2023-09-23,
lv,Kamala Harris,2023-09-24,
lv,Kamala Harris,2023-09-25,
lv,Kamala Harris,2023-09-26,41.0
lv,Kamala Harris,2023-09-27,
lv,Kamala Harris,2023-09-28,
lv,Kamala Harris,2023-09-29,
lv,Kamala Harris,2023-09-30,
lv,Kamala Harris,2023-10-01,
lv,Kamala Harris,2023-10-02,
lv,Kamala Harris,2023-10-03,
lv,Kamala Harris,2023-10-04,
lv,Kamala Harris,2023-10-05,
lv,Kamala Harris,2023-10-06,
lv,Kamala Harris,2023-10-07,
lv,Kamala Harris,2023-10-08,
lv,Kamala Harris,2023-10-09,
lv,Kamala Harris,2023-10-10,
lv,Kamala Harris,2023-10-11,
lv,Kamala Harris,2023-10-12,
lv,Kamala Harris,2023-10-13,
lv,Kamala Harris,2023-10-14,
lv,Kamala Harris,2023-10-15,
lv,Kamala Harris,2023-10-16,
lv,Kamala Harris,2023-10-17,
lv,Kamala Harris,2023-10-18,
lv,Kamala Harris,2023-10-19,
lv,Kamala Harris,2023-10-20,
lv,Kamala Harris,2023-10-21,
lv,Kamala Harris,2023-10-22,
lv,Kamala Harris,2023-10-23,
lv,Kamala Harris,2023-10-24,42.0
lv,Kamala Harris,2023-10-25,
lv,Kamala Harris,2023-10-26,45.0
lv,Kamala Harris,2023-10-27,
lv,Kamala Harris,2023-10-28,
lv,Kamala Harris,2023-10-29,
lv,Kamala Harris,2023-10-30,
lv,Kamala Harris,2023-10-31,
lv,Kamala Harris,2023-11-01,
lv,Kamala Harris,2023-11-02,
lv,Kamala Harris,2023-11-03,44.5
lv,Kamala Harris,2023-11-04,
lv,Kamala Harris,2023-11-05,
lv,Kamala Harris,2023-11-06,
lv,Kamala Harris,2023-11-07,
lv,Kamala Harris,2023-11-08,
lv,Kamala Harris,2023-11-09,
lv,Kamala Harris,2023-11-10,
lv,Kamala Harris,2023-11-11,
lv,Kamala Harris,2023-11-12,
lv,Kamala Harris,2023-11-13,
lv,Kamala Harris,2023-11-14,
lv,Kamala Harris,2023-11-15,
lv,Kamala Harris,2023-11-16,
lv,Kamala Harris,2023-11-17,
lv,Kamala Harris,2023-11-18,
lv,Kamala Harris,2023-11-19,
lv,Kamala Harris,2023-11-20,40.0
lv,Kamala Harris,2023-11-21,
lv,Kamala Harris,2023-11-22,
lv,Kamala Harris,2023-11-23,
lv,Kamala Harris,2023-11-24,
lv,Kamala Harris,2023-11-25,
lv,Kamala Harris,2023-11-26,
lv,Kamala Harris,2023-11-27,
lv,Kamala Harris,2023-11-28,
lv,Kamala Harris,2023-11-29,
lv,Kamala Harris,2023-11-30,
lv,Kamala Harris,2023-12-01,
lv,Kamala Harris,2023-12-02,
lv,Kamala Harris,2023-12-03,
lv,Kamala Harris,2023-12-04,
lv,Kamala Harris,2023-12-05,
lv,Kamala Harris,2023-12-06,
lv,Kamala Harris,2023-12-07,
lv,Kamala Harris,2023-12-08,
lv,Kamala Harris,2023-12-09,
lv,Kamala Harris,2023-12-10,
lv,Kamala Harris,2023-12-11,
lv,Kamala Harris,2023-12-12,
lv,Kamala Harris,2023-12-13,
lv,Kamala Harris,2023-12-14,
lv,Kamala Harris,2023-12-15,
lv,Kamala Harris,2023-12-16,
lv,Kamala Harris,2023-12-17,
lv,Kamala Harris,2023-12-18,
lv,Kamala Harris,2023-12-19,42.0
lv,Kamala Harris,2023-12-20,
lv,Kamala Harris,2023-12-21,
lv,Kamala Harris,2023-12-22,
lv,Kamala Harris,2023-12-23,
lv,Kamala Harris,2023-12-24,
lv,Kamala Harris,2023-12-25,
lv,Kamala Harris,2023-12-26,
lv,Kamala Harris,2023-12-27,
lv,Kamala Harris,2023-12-28,
lv,Kamala Harris,2023-12-29,
lv,Kamala Harris,2023-12-30,
lv,Kamala Harris,2023-12-31,
lv,Kamala Harris,2024-01-01,
lv,Kamala Harris,2024-01-02,
lv,Kamala Harris,2024-01-03,
lv,Kamala Harris,2024-01-04,
lv,Kamala Harris,2024-01-05,
lv,Kamala Harris,2024-01-06,
lv,Kamala Harris,2024-01-07,
lv,Kamala Harris,2024-01-08,
lv,Kamala Harris,2024-01-09,
lv,Kamala Harris,2024-01-10,
lv,Kamala Harris,2024-01-11,
lv,Kamala Harris,2024-01-12,
lv,Kamala Harris,2024-01-13,
lv,Kamala Harris,2024-01-14,
lv,Kamala Harris,2024-01-15,
lv,Kamala Harris,2024-01-16,
lv,Kamala Harris,2024-01-17,
lv,Kamala Harris,2024-01-18,
lv,Kamala Harris,2024-01-19,
lv,Kamala Harris,2024-01-20,
lv,Kamala Harris,2024-01-21,
lv,Kamala Harris,2024-01-22,
lv,Kamala Harris,2024-01-23,
lv,Kamala Harris,2024-01-24,39.0
lv,Kamala Harris,2024-01-25,
lv,Kamala Harris,2024-01-26,
lv,Kamala Harris,2024-01-27,
lv,Kamala Harris,2024-01-28,
lv,Kamala Harris,2024-01-29,
lv,Kamala Harris,2024-01-30,
lv,Kamala Harris,2024-01-31,42.0
lv,Kamala Harris,2024-02-01,
lv,Kamala Harris,2024-02-02,
lv,Kamala Harris,2024-02-03,
lv,Kamala Harris,2024-02-04,
lv,Kamala Harris,2024-02-05,
lv,Kamala Harris,2024-02-06,
lv,Kamala Harris,2024-02-07,
lv,Kamala Harris,2024-02-08,
lv,Kamala Harris,2024-02-09,
lv,Kamala Harris,2024-02-10,
lv,Kamala Harris,2024-02-11,
lv,Kamala Harris,2024-02-12,
lv,Kamala Harris,2024-02-13,
lv,Kamala Harris,2024-02-14,
lv,Kamala Harris,2024-02-15,
lv,Kamala Harris,2024-02-16,
lv,Kamala Harris,2024-02-17,
lv,Kamala Harris,2024-02-18,
lv,Kamala Harris,2024-02-19,
lv,Kamala Harris,2024-02-20,
lv,Kamala Harris,2024-02-21,
lv,Kamala Harris,2024-02-22,
lv,Kamala Harris,2024-02-23,
lv,Kamala Harris,2024-02-24,
lv,Kamala Harris,2024-02-25,
lv,Kamala Harris,2024-02-26,
lv,Kamala Harris,2024-02-27,
lv,Kamala Harris,2024-02-28,42.0
lv,Kamala Harris,2024-02-29,
lv,Kamala Harris,2024-03-01,
lv,Kamala Harris,2024-03-02,
lv,Kamala Harris,2024-03-03,
lv,Kamala Harris,2024-03-04,
lv,Kamala Harris,2024-03-05,
lv,Kamala Harris,2024-03-06,
lv,Kamala Harris,2024-03-07,
lv,Kamala Harris,2024-03-08,
lv,Kamala Harris,2024-03-09,
lv,Kamala Harris,2024-03-10,
lv,Kamala Harris,2024-03-11,
lv,Kamala Harris,2024-03-12,
lv,Kamala Harris,2024-03-13,
lv,Kamala Harris,2024-03-14,41.0
lv,Kamala Harris,2024-03-15,
lv,Kamala Harris,2024-03-16,
lv,Kamala Harris,2024-03-17,
lv,Kamala Harris,2024-03-18,
lv,Kamala Harris,2024-03-19,
lv,Kamala Harris,2024-03-20,
lv,Kamala Harris,2024-03-21,
lv,Kamala Harris,2024-03-22,
lv,Kamala Harris,2024-03-23,
lv,Kamala Harris,2024-03-24,
lv,Kamala Harris,2024-03-25,
lv,Kamala Harris,2024-03-26,
lv,Kamala Harris,2024-03-27,
lv,Kamala Harris,2024-03-28,
lv,Kamala Harris,2024-03-29,
lv,Kamala Harris,2024-03-30,
lv,Kamala Harris,2024-03-31,
lv,Kamala Harris,2024-04-01,
lv,Kamala Harris,2024-04-02,
lv,Kamala Harris,2024-04-03,
lv,Kamala Harris,2024-04-04,
lv,Kamala Harris,2024-04-05,
lv,Kamala Harris,2024-04-06,
lv,Kamala Harris,2024-04-07,
lv,Kamala Harris,2024-04-08,
lv,Kamala Harris,2024-04-09,
lv,Kamala Harris,2024-04-10,
lv,Kamala Harris,2024-04-11,
lv,Kamala Harris,2024-04-12,
lv,Kamala Harris,2024-04-13,
lv,Kamala Harris,2024-04-14,
lv,Kamala Harris,2024-04-15,
lv,Kamala Harris,2024-04-16,43.0
lv,Kamala Harris,2024-04-17,
lv,Kamala Harris,2024-04-18,
lv,Kamala Harris,2024-04-19,
lv,Kamala Harris,2024-04-20,
lv,Kamala Harris,2024-04-21,
lv,Kamala Harris,2024-04-22,39.0
lv,Kamala Harris,2024-04-23,
